COD_DISBAR,BARRIOS,ANIO,LATITUD,LONGITUD,NRO_PERSONAS
94.0,VALDEZARZA,2018,4479644.899,439188.6628,29418.0
94.0,VALDEZARZA,2019,4479644.899,439188.6628,29722.0
95.0,VALDEMARÍN,2016,4480009.063,433968.0416,6326.0
95.0,VALDEMARÍN,2018,4480009.063,433968.0416,6560.0
95.0,VALDEMARÍN,2019,4480009.063,433968.0416,6726.0
96.0,EL PLANTÍO,2016,4480219.592,430409.7127,2575.0
96.0,EL PLANTÍO,2018,4480219.592,430409.7127,2720.0
96.0,EL PLANTÍO,2019,4480219.592,430409.7127,2808.0
97.0,ARAVACA,2016,4478516.428,433939.3352,25566.0
97.0,ARAVACA,2018,4478516.428,433939.3352,26148.0
97.0,ARAVACA,2019,4478516.428,433939.3352,26823.0
101.0,LOS CÁRMENES,2016,4472579.69,437550.3787,16977.0
101.0,LOS CÁRMENES,2018,4472579.69,437550.3787,17192.0
101.0,LOS CÁRMENES,2019,4472579.69,437550.3787,17397.0
102.0,PUERTA DEL ÁNGEL,2016,4473487.258,437907.9825,40910.0
102.0,PUERTA DEL ÁNGEL,2018,4473487.258,437907.9825,41397.0
102.0,PUERTA DEL ÁNGEL,2019,4473487.258,437907.9825,41730.0
103.0,LUCERO,2016,4472679.645,436327.8871,35290.0
103.0,LUCERO,2018,4472679.645,436327.8871,35488.0
103.0,LUCERO,2019,4472679.645,436327.8871,36090.0
104.0,ALUCHE,2016,4471531.816,435779.5365,65736.0
104.0,ALUCHE,2018,4471531.816,435779.5365,65961.0
104.0,ALUCHE,2019,4471531.816,435779.5365,66351.0
105.0,CAMPAMENTO,2016,4470817.836,431786.0869,18809.0
105.0,CAMPAMENTO,2018,4470817.836,431786.0869,18983.0
105.0,CAMPAMENTO,2019,4470817.836,431786.0869,19281.0
106.0,CUATRO VIENTOS,2016,4468973.502,433434.5775,5260.0
106.0,CUATRO VIENTOS,2018,4468973.502,433434.5775,5662.0
106.0,CUATRO VIENTOS,2019,4468973.502,433434.5775,5748.0
107.0,LAS ÁGUILAS,2016,4470420.122,434547.9376,51033.0
107.0,LAS ÁGUILAS,2018,4470420.122,434547.9376,51102.0
107.0,LAS ÁGUILAS,2019,4470420.122,434547.9376,51557.0
111.0,COMILLAS,2016,4471676.723,439576.9792,22258.0
111.0,COMILLAS,2018,4471676.723,439576.9792,22248.0
111.0,COMILLAS,2019,4471676.723,439576.9792,22403.0
112.0,OPAÑEL,2016,4471320.131,438741.1131,31538.0
112.0,OPAÑEL,2018,4471320.131,438741.1131,32492.0
112.0,OPAÑEL,2019,4471320.131,438741.1131,33051.0
113.0,SAN ISIDRO,2016,4472031.606,438190.5428,37830.0
113.0,SAN ISIDRO,2018,4472031.606,438190.5428,38554.0
113.0,SAN ISIDRO,2019,4472031.606,438190.5428,38957.0
114.0,VISTA ALEGRE,2016,4470681.208,436700.7182,44161.0
114.0,VISTA ALEGRE,2018,4470681.208,436700.7182,45008.0
114.0,VISTA ALEGRE,2019,4470681.208,436700.7182,45975.0
115.0,PUERTA BONITA,2016,4470159.472,437262.2706,32800.0
115.0,PUERTA BONITA,2018,4470159.472,437262.2706,33933.0
115.0,PUERTA BONITA,2019,4470159.472,437262.2706,34860.0
116.0,BUENAVISTA,2016,4468769.588,436656.9012,44331.0
116.0,BUENAVISTA,2018,4468769.588,436656.9012,46216.0
116.0,BUENAVISTA,2019,4468769.588,436656.9012,47055.0
117.0,ABRANTES,2016,4470074.329,438358.4198,29082.0
117.0,ABRANTES,2018,4470074.329,438358.4198,29769.0
117.0,ABRANTES,2019,4470074.329,438358.4198,30739.0
121.0,ORCASITAS,2016,4468916.31,439516.2653,22256.0
121.0,ORCASITAS,2018,4468916.31,439516.2653,22555.0
121.0,ORCASITAS,2019,4468916.31,439516.2653,22837.0
122.0,ORCASUR,2016,4469305.319,440733.1193,13269.0
122.0,ORCASUR,2018,4469305.319,440733.1193,13572.0
122.0,ORCASUR,2019,4469305.319,440733.1193,13808.0
123.0,SAN FERMÍN,2016,4469120.886,441499.985,22835.0
123.0,SAN FERMÍN,2018,4469120.886,441499.985,23209.0
123.0,SAN FERMÍN,2019,4469120.886,441499.985,23666.0
124.0,ALMENDRALES,2016,4470576.407,440645.9665,20421.0
124.0,ALMENDRALES,2018,4470576.407,440645.9665,20986.0
124.0,ALMENDRALES,2019,4470576.407,440645.9665,21439.0
125.0,MOSCARDÓ,2016,4471173.407,440009.8419,25273.0
125.0,MOSCARDÓ,2018,4471173.407,440009.8419,25726.0
125.0,MOSCARDÓ,2019,4471173.407,440009.8419,26353.0
126.0,ZOFÍO,2016,4470110.376,439279.8576,13242.0
126.0,ZOFÍO,2018,4470110.376,439279.8576,13697.0
126.0,ZOFÍO,2019,4470110.376,439279.8576,13968.0
127.0,PRADOLONGO,2016,4469968.652,439974.4688,16719.0
127.0,PRADOLONGO,2018,4469968.652,439974.4688,17233.0
127.0,PRADOLONGO,2019,4469968.652,439974.4688,17430.0
131.0,ENTREVÍAS,2016,4469574.278,442858.5724,33521.0
131.0,ENTREVÍAS,2018,4469574.278,442858.5724,33986.0
131.0,ENTREVÍAS,2019,4469574.278,442858.5724,34698.0
132.0,SAN DIEGO,2016,4471262.193,443316.4678,38953.0
132.0,SAN DIEGO,2018,4471262.193,443316.4678,40267.0
132.0,SAN DIEGO,2019,4471262.193,443316.4678,41664.0
133.0,PALOMERAS BAJAS,2016,4470671.33,444074.8694,39245.0
133.0,PALOMERAS BAJAS,2018,4470671.33,444074.8694,39669.0
133.0,PALOMERAS BAJAS,2019,4470671.33,444074.8694,40166.0
134.0,PALOMERAS SURESTE,2016,4470708.716,445907.486,41888.0
134.0,PALOMERAS SURESTE,2018,4470708.716,445907.486,42120.0
134.0,PALOMERAS SURESTE,2019,4470708.716,445907.486,42594.0
135.0,PORTAZGO,2016,4471314.521,444982.7317,27647.0
135.0,PORTAZGO,2018,4471314.521,444982.7317,27908.0
135.0,PORTAZGO,2019,4471314.521,444982.7317,28350.0
136.0,NUMANCIA,2016,4472306.995,444116.7652,45941.0
136.0,NUMANCIA,2018,4472306.995,444116.7652,46538.0
136.0,NUMANCIA,2019,4472306.995,444116.7652,47298.0
141.0,PAVONES,2016,4472183.36,446353.3523,9227.0
141.0,PAVONES,2018,4472183.36,446353.3523,9081.0
141.0,PAVONES,2019,4472183.36,446353.3523,9137.0
142.0,HORCAJO,2016,4473295.298,446804.3855,6406.0
142.0,HORCAJO,2018,4473295.298,446804.3855,6326.0
142.0,HORCAJO,2019,4473295.298,446804.3855,6334.0
143.0,MARROQUINA,2016,4473543.376,445646.4672,27596.0
143.0,MARROQUINA,2018,4473543.376,445646.4672,27378.0
143.0,MARROQUINA,2019,4473543.376,445646.4672,27260.0
144.0,MEDIA LEGUA,2016,4473682.217,444272.189,17926.0
144.0,MEDIA LEGUA,2018,4473682.217,444272.189,17757.0
144.0,MEDIA LEGUA,2019,4473682.217,444272.189,17871.0
145.0,FONTARRÓN,2016,4472512.703,445115.9638,16564.0
145.0,FONTARRÓN,2018,4472512.703,445115.9638,16902.0
145.0,FONTARRÓN,2019,4472512.703,445115.9638,17139.0
146.0,VINATEROS,2016,4472936.191,445482.8128,16888.0
146.0,VINATEROS,2018,4472936.191,445482.8128,16817.0
146.0,VINATEROS,2019,4472936.191,445482.8128,16868.0
151.0,VENTAS,2016,4474850.803,445079.4926,47445.0
151.0,VENTAS,2018,4474850.803,445079.4926,47744.0
151.0,VENTAS,2019,4474850.803,445079.4926,48099.0
152.0,PUEBLO NUEVO,2016,4475266.901,446095.6831,60310.0
152.0,PUEBLO NUEVO,2018,4475266.901,446095.6831,61160.0
152.0,PUEBLO NUEVO,2019,4475266.901,446095.6831,62111.0
153.0,QUINTANA,2016,4476462.964,445289.7605,24213.0
153.0,QUINTANA,2018,4476462.964,445289.7605,24373.0
153.0,QUINTANA,2019,4476462.964,445289.7605,24622.0
154.0,CONCEPCIÓN,2016,4476721.345,444934.1577,20437.0
155.0,SAN PASCUAL,2016,4477117.637,444582.4,18087.0
155.0,SAN PASCUAL,2018,4477117.637,444582.4,18068.0
155.0,SAN PASCUAL,2019,4477117.637,444582.4,18130.0
156.0,SAN JUAN BAUTISTA,2016,4477988.461,444343.151,12302.0
156.0,SAN JUAN BAUTISTA,2018,4477988.461,444343.151,12433.0
156.0,SAN JUAN BAUTISTA,2019,4477988.461,444343.151,12487.0
157.0,COLINA,2016,4478807.34,444014.4325,6100.0
157.0,COLINA,2018,4478807.34,444014.4325,6288.0
157.0,COLINA,2019,4478807.34,444014.4325,6387.0
158.0,ATALAYA,2016,4479501.192,443626.7881,1570.0
158.0,ATALAYA,2018,4479501.192,443626.7881,1575.0
158.0,ATALAYA,2019,4479501.192,443626.7881,1568.0
159.0,COSTILLARES,2016,4480877.84,443334.1197,21967.0
159.0,COSTILLARES,2018,4480877.84,443334.1197,22019.0
159.0,COSTILLARES,2019,4480877.84,443334.1197,22010.0
161.0,PALOMAS,2016,4478175.942,447754.9382,6590.0
161.0,PALOMAS,2018,4478175.942,447754.9382,6738.0
161.0,PALOMAS,2019,4478175.942,447754.9382,6790.0
162.0,PIOVERA,2016,4478532.529,446151.4886,14413.0
162.0,PIOVERA,2018,4478532.529,446151.4886,14723.0
162.0,PIOVERA,2019,4478532.529,446151.4886,14911.0
163.0,CANILLAS,2016,4479433.42,445426.2189,40580.0
163.0,CANILLAS,2018,4479433.42,445426.2189,40627.0
163.0,CANILLAS,2019,4479433.42,445426.2189,40578.0
164.0,PINAR DEL REY,2016,4480401.898,445152.0269,52180.0
164.0,PINAR DEL REY,2018,4480401.898,445152.0269,52274.0
164.0,PINAR DEL REY,2019,4480401.898,445152.0269,52691.0
165.0,APÓSTOL SANTIAGO,2016,4480844.351,444105.2521,15253.0
165.0,APÓSTOL SANTIAGO,2018,4480844.351,444105.2521,15271.0
165.0,APÓSTOL SANTIAGO,2019,4480844.351,444105.2521,15418.0
166.0,VALDEFUENTES,2016,4482753.289,446176.0779,48722.0
166.0,VALDEFUENTES,2018,4482753.289,446176.0779,54297.0
166.0,VALDEFUENTES,2019,4482753.289,446176.0779,57879.0
172.0,SAN CRISTÓBAL,2016,4465820.907,441533.8022,15107.0
172.0,SAN CRISTÓBAL,2018,4465820.907,441533.8022,15498.0
172.0,SAN CRISTÓBAL,2019,4465820.907,441533.8022,16052.0
173.0,BUTARQUE,2016,4465394.096,442559.7779,16607.0
173.0,BUTARQUE,2018,4465394.096,442559.7779,18268.0
173.0,BUTARQUE,2019,4465394.096,442559.7779,18870.0
174.0,LOS ROSALES,2016,4467464.76,441536.5956,36343.0
174.0,LOS ROSALES,2018,4467464.76,441536.5956,36975.0
174.0,LOS ROSALES,2019,4467464.76,441536.5956,37587.0
175.0,LOS ÁNGELES,2016,4467482.211,440632.5318,30227.0
175.0,LOS ÁNGELES,2018,4467482.211,440632.5318,30483.0
175.0,LOS ÁNGELES,2019,4467482.211,440632.5318,31170.0
181.0,CASCO HISTÓRICO DE VALLECAS,2016,4466332.267,447496.1334,77752.0
181.0,CASCO HISTÓRICO DE VALLECAS,2018,4466332.267,447496.1334,39740.0
181.0,CASCO HISTÓRICO DE VALLECAS,2019,4466332.267,447496.1334,40280.0
182.0,SANTA EUGENIA,2016,4470494.392,448110.1432,24388.0
182.0,SANTA EUGENIA,2018,4470494.392,448110.1432,24295.0
182.0,SANTA EUGENIA,2019,4470494.392,448110.1432,24328.0
183.0,ENSANCHE DE VALLECAS,2018,4468601.207,448851.2322,43614.0
183.0,ENSANCHE DE VALLECAS,2019,4468601.207,448851.2322,45828.0
191.0,CASCO HISTÓRICO DE VICÁLVARO,2016,4471000.988,450789.392,51238.0
191.0,CASCO HISTÓRICO DE VICÁLVARO,2018,4471000.988,450789.392,34200.0
191.0,CASCO HISTÓRICO DE VICÁLVARO,2019,4471000.988,450789.392,34816.0
192.0,VALDEBERNARDO,2018,4471960.93,447585.5543,17637.0
192.0,VALDEBERNARDO,2019,4471960.93,447585.5543,17638.0
193.0,VALDERRIVAS,2018,4472194.558,448859.2798,18180.0
193.0,VALDERRIVAS,2019,4472194.558,448859.2798,18142.0
201.0,SIMANCAS,2016,4476263.737,446981.6721,26233.0
201.0,SIMANCAS,2018,4476263.737,446981.6721,27242.0
201.0,SIMANCAS,2019,4476263.737,446981.6721,27918.0
202.0,HELLÍN,2016,4475772.544,447680.4837,8741.0
202.0,HELLÍN,2018,4475772.544,447680.4837,8941.0
202.0,HELLÍN,2019,4475772.544,447680.4837,9157.0
203.0,AMPOSTA,2016,4475241.334,447234.3454,8174.0
203.0,AMPOSTA,2018,4475241.334,447234.3454,8346.0
203.0,AMPOSTA,2019,4475241.334,447234.3454,8575.0
204.0,ARCOS,2016,4474693.643,447607.4973,23545.0
204.0,ARCOS,2018,4474693.643,447607.4973,23939.0
204.0,ARCOS,2019,4474693.643,447607.4973,24211.0
205.0,ROSAS,2016,4475395.532,449590.4285,31511.0
205.0,ROSAS,2018,4475395.532,449590.4285,31560.0
205.0,ROSAS,2019,4475395.532,449590.4285,31677.0
206.0,REJAS,2016,4477317.169,451648.3991,15300.0
206.0,REJAS,2018,4477317.169,451648.3991,16315.0
206.0,REJAS,2019,4477317.169,451648.3991,16693.0
207.0,CANILLEJAS,2016,4477135.693,448224.083,28477.0
207.0,CANILLEJAS,2018,4477135.693,448224.083,28519.0
207.0,CANILLEJAS,2019,4477135.693,448224.083,28584.0
208.0,SALVADOR,2016,4477373.192,446491.5939,11430.0
211.0,ALAMEDA DE OSUNA,2016,4478581.448,449818.2184,19325.0
211.0,ALAMEDA DE OSUNA,2018,4478581.448,449818.2184,19446.0
211.0,ALAMEDA DE OSUNA,2019,4478581.448,449818.2184,19526.0
212.0,AEROPUERTO,2016,4481029.075,452237.8537,1767.0
212.0,AEROPUERTO,2018,4481029.075,452237.8537,1794.0
212.0,AEROPUERTO,2019,4481029.075,452237.8537,1851.0
213.0,CASCO HISTÓRICO DE BARAJAS,2016,4480530.185,450931.3676,7280.0
213.0,CASCO HISTÓRICO DE BARAJAS,2018,4480530.185,450931.3676,7336.0
213.0,CASCO HISTÓRICO DE BARAJAS,2019,4480530.185,450931.3676,7565.0
214.0,TIMÓN,2016,4480810.557,448842.3002,10592.0
214.0,TIMÓN,2018,4480810.557,448842.3002,11750.0
214.0,TIMÓN,2019,4480810.557,448842.3002,12388.0
215.0,CORRALEJOS,2016,4479457.295,448527.2781,7300.0
215.0,CORRALEJOS,2018,4479457.295,448527.2781,7510.0
215.0,CORRALEJOS,2019,4479457.295,448527.2781,7642.0
